DWA_ID,IWA_ID,GWA_ID,IWA_Title,GWA_Title
4.A.4.b.4.I04.D02,4.A.4.b.4.I04,4.A.4.b.4,Manage agricultural or forestry operations.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.b.4.I03.D18,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.3.a.1.I17.D02,4.A.3.a.1.I17,4.A.3.a.1,Perform agricultural activities.,Performing General Physical Activities
4.A.1.b.2.I03.D01,4.A.1.b.2.I03,4.A.1.b.2,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials"
4.A.2.a.1.I05.D02,4.A.2.a.1.I05,4.A.2.a.1,Evaluate production inputs or outputs.,"Judging the Qualities of Objects, Services, or People"
4.A.1.b.2.I09.D02,4.A.1.b.2.I09,4.A.1.b.2,Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Materials"
4.A.4.b.4.I04.D03,4.A.4.b.4.I04,4.A.4.b.4,Manage agricultural or forestry operations.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.b.1.I08.D06,4.A.2.b.1.I08,4.A.2.b.1,Determine resource needs of projects or operations.,Making Decisions and Solving Problems
4.A.1.a.2.I02.D03,4.A.1.a.2.I02,4.A.1.a.2,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.c.1.I03.D02,4.A.4.c.1.I03,4.A.4.c.1,Execute financial transactions.,Performing Administrative Activities
4.A.2.b.2.I08.D02,4.A.2.b.2.I08,4.A.2.b.2,Develop plans for managing or preserving natural resources.,Thinking Creatively
4.A.1.b.3.I02.D05,4.A.1.b.3.I02,4.A.1.b.3,Estimate project development or operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.4.a.7.I02.D11,4.A.4.a.7.I02,4.A.4.a.7,Negotiate contracts or agreements.,Resolving Conflicts and Negotiating with Others
4.A.2.a.4.I07.D06,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.1.a.1.I02.D11,4.A.1.a.1.I02,4.A.1.a.1,Read documents or materials to inform work processes.,Getting Information
4.A.2.b.2.I15.D10,4.A.2.b.2.I15,4.A.2.b.2,"Develop educational programs, plans, or procedures.",Thinking Creatively
4.A.4.b.3.I02.D02,4.A.4.b.3.I02,4.A.4.b.3,Teach academic or vocational subjects.,Training and Teaching Others
4.A.2.a.1.I03.D04,4.A.2.a.1.I03,4.A.2.a.1,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People"
4.A.4.a.2.I07.D01,4.A.4.a.2.I07,4.A.4.a.2,Collaborate in the development of educational programs.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.2.a.1.I03.D02,4.A.2.a.1.I03,4.A.2.a.1,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People"
4.A.2.a.1.I03.D03,4.A.2.a.1.I03,4.A.2.a.1,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People"
4.A.3.b.6.I15.D01,4.A.3.b.6.I15,4.A.3.b.6,Prepare reports of operational or procedural activities.,Documenting/Recording Information
4.A.3.b.6.I15.D02,4.A.3.b.6.I15,4.A.3.b.6,Prepare reports of operational or procedural activities.,Documenting/Recording Information
4.A.1.a.2.I06.D03,4.A.1.a.2.I06,4.A.1.a.2,Monitor individual behavior or performance.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.b.6.I07.D02,4.A.4.b.6.I07,4.A.4.b.6,Advise others on educational or vocational matters.,Providing Consultation and Advice to Others
4.A.2.a.4.I02.D01,4.A.2.a.4.I02,4.A.2.a.4,Analyze market or industry conditions.,Analyzing Data or Information
4.A.2.b.4.I03.D11,4.A.2.b.4.I03,4.A.2.b.4,Develop operational or technical procedures or standards.,Developing Objectives and Strategies
4.A.4.b.4.I12.D11,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.4.b.6.I06.D02,4.A.4.b.6.I06,4.A.4.b.6,Advise others on healthcare or wellness issues.,Providing Consultation and Advice to Others
4.A.2.b.2.I04.D01,4.A.2.b.2.I04,4.A.2.b.2,Develop recipes or menus.,Thinking Creatively
4.A.2.b.2.I04.D02,4.A.2.b.2.I04,4.A.2.b.2,Develop recipes or menus.,Thinking Creatively
4.A.2.b.5.I01.D02,4.A.2.b.5.I01,4.A.2.b.5,Prepare schedules for services or facilities.,Scheduling Work and Activities
4.A.4.a.5.I10.D09,4.A.4.a.5.I10,4.A.4.a.5,"Provide general assistance to others, such as customers, patrons, or motorists.",Assisting and Caring for Others
4.A.4.b.4.I15.D04,4.A.4.b.4.I15,4.A.4.b.4,Direct security or safety activities or operations.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.c.3.I07.D05,4.A.4.c.3.I07,4.A.4.c.3,Monitor resources or inventories.,Monitoring and Controlling Resources
4.A.4.a.2.I10.D02,4.A.4.a.2.I10,4.A.4.a.2,Signal others to coordinate work activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.4.a.5.I03.D11,4.A.4.a.5.I03,4.A.4.a.5,Administer basic health care or medical treatments.,Assisting and Caring for Others
4.A.4.b.4.I13.D06,4.A.4.b.4.I13,4.A.4.b.4,Assign work to others.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.a.2.I04.D01,4.A.2.a.2.I04,4.A.2.a.2,Reconcile financial data.,Processing Information
4.A.3.a.1.I03.D04,4.A.3.a.1.I03,4.A.3.a.1,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities
4.A.3.a.1.I03.D12,4.A.3.a.1.I03,4.A.3.a.1,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities
4.A.4.a.1.I02.D04,4.A.4.a.1.I02,4.A.4.a.1,"Explain regulations, policies, or procedures.",Interpreting the Meaning of Information for Others
4.A.4.a.3.I03.D03,4.A.4.a.3.I03,4.A.4.a.3,"Provide information to guests, clients, or customers.",Communicating with People Outside the Organization
4.A.4.c.2.I01.D02,4.A.4.c.2.I01,4.A.4.c.2,Perform recruiting or hiring activities.,Staffing Organizational Units
4.A.3.a.4.I01.D06,4.A.3.a.4.I01,4.A.3.a.4,Operate transportation equipment or vehicles.,"Operating Vehicles, Mechanized Devices, or Equipment"
4.A.4.a.1.I01.D02,4.A.4.a.1.I01,4.A.4.a.1,Explain technical details of products or services.,Interpreting the Meaning of Information for Others
4.A.2.b.6.I01.D02,4.A.2.b.6.I01,4.A.2.b.6,Plan events or programs.,"Organizing, Planning, and Prioritizing Work"
4.A.2.b.6.I01.D05,4.A.2.b.6.I01,4.A.2.b.6,Plan events or programs.,"Organizing, Planning, and Prioritizing Work"
4.A.4.b.3.I02.D04,4.A.4.b.3.I02,4.A.4.b.3,Teach academic or vocational subjects.,Training and Teaching Others
4.A.4.c.3.I01.D04,4.A.4.c.3.I01,4.A.4.c.3,"Replenish inventories of materials, equipment, or products.",Monitoring and Controlling Resources
4.A.4.a.2.I03.D20,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.4.b.3.I04.D20,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.4.a.2.I06.D03,4.A.4.a.2.I06,4.A.4.a.2,Communicate with others about business strategies.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.3.a.1.I12.D01,4.A.3.a.1.I12,4.A.3.a.1,Escort others.,Performing General Physical Activities
4.A.4.c.3.I03.D04,4.A.4.c.3.I03,4.A.4.c.3,"Distribute materials, supplies, or resources.",Monitoring and Controlling Resources
4.A.1.a.2.I05.D04,4.A.1.a.2.I05,4.A.1.a.2,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.b.6.I03.D04,4.A.4.b.6.I03,4.A.4.b.6,Advise others on environmental sustainability or green practices.,Providing Consultation and Advice to Others
4.A.1.a.1.I16.D03,4.A.1.a.1.I16,4.A.1.a.1,Research biological or ecological phenomena.,Getting Information
4.A.4.c.1.I01.D06,4.A.4.c.1.I01,4.A.4.c.1,Perform administrative or clerical activities.,Performing Administrative Activities
4.A.2.a.4.I07.D14,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.2.a.4.I06.D05,4.A.2.a.4.I06,4.A.2.a.4,Analyze health or medical data.,Analyzing Data or Information
4.A.3.a.1.I01.D07,4.A.3.a.1.I01,4.A.3.a.1,Prepare mixtures or solutions.,Performing General Physical Activities
4.A.4.b.3.I05.D02,4.A.4.b.3.I05,4.A.4.b.3,Train others to use equipment or products.,Training and Teaching Others
4.A.2.a.4.I07.D05,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.3.b.1.I06.D08,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.2.a.1.I01.D03,4.A.2.a.1.I01,4.A.2.a.1,"Assess living, work, or social needs or status of individuals or communities.","Judging the Qualities of Objects, Services, or People"
4.A.4.b.3.I03.D02,4.A.4.b.3.I03,4.A.4.b.3,Teach safety procedures or standards to others.,Training and Teaching Others
4.A.4.b.6.I10.D03,4.A.4.b.6.I10,4.A.4.b.6,Counsel others about personal matters.,Providing Consultation and Advice to Others
4.A.3.a.1.I10.D05,4.A.3.a.1.I10,4.A.3.a.1,"Move materials, equipment, or supplies.",Performing General Physical Activities
4.A.3.b.6.I14.D07,4.A.3.b.6.I14,4.A.3.b.6,Prepare legal or regulatory documents.,Documenting/Recording Information
4.A.4.b.4.I14.D01,4.A.4.b.4.I14,4.A.4.b.4,Coordinate regulatory compliance activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.6.I01.D01,4.A.4.b.6.I01,4.A.4.b.6,Advise patients or clients on medical issues.,Providing Consultation and Advice to Others
4.A.2.b.2.I27.D03,4.A.2.b.2.I27,4.A.2.b.2,Develop organizational or program goals or objectives.,Thinking Creatively
4.A.1.b.2.I07.D18,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.2.b.5.I01.D01,4.A.2.b.5.I01,4.A.2.b.5,Prepare schedules for services or facilities.,Scheduling Work and Activities
4.A.4.b.4.I01.D04,4.A.4.b.4.I01,4.A.4.b.4,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.4.I09.D01,4.A.4.b.4.I09,4.A.4.b.4,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.c.3.I05.D01,4.A.4.c.3.I05,4.A.4.c.3,Purchase goods or services.,Monitoring and Controlling Resources
4.A.3.b.6.I10.D03,4.A.3.b.6.I10,4.A.3.b.6,Maintain sales or financial records.,Documenting/Recording Information
4.A.2.a.2.I05.D05,4.A.2.a.2.I05,4.A.2.a.2,Verify personal information.,Processing Information
4.A.3.b.6.I08.D06,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.2.b.3.I01.D16,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.2.b.5.I03.D01,4.A.2.b.5.I03,4.A.2.b.5,Schedule appointments.,Scheduling Work and Activities
4.A.4.a.6.I02.D05,4.A.4.a.6.I02,4.A.4.a.6,Sell products or services.,Selling or Influencing Others
4.A.4.b.4.I14.D03,4.A.4.b.4.I14,4.A.4.b.4,Coordinate regulatory compliance activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.a.2.I02.D01,4.A.4.a.2.I02,4.A.4.a.2,"Assist scientists, scholars, or technical specialists with projects or research.","Communicating with Supervisors, Peers, or Subordinates"
4.A.1.a.2.I11.D01,4.A.1.a.2.I11,4.A.1.a.2,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings"
4.A.2.a.2.I01.D01,4.A.2.a.2.I01,4.A.2.a.2,Evaluate the quality or accuracy of data.,Processing Information
4.A.2.b.3.I01.D03,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.2.b.3.I01.D07,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.4.b.4.I12.D34,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.1.a.1.I03.D03,4.A.1.a.1.I03,4.A.1.a.1,Investigate criminal or legal matters.,Getting Information
4.A.1.a.1.I03.D07,4.A.1.a.1.I03,4.A.1.a.1,Investigate criminal or legal matters.,Getting Information
4.A.2.b.2.I23.D06,4.A.2.b.2.I23,4.A.2.b.2,Develop research plans or methodologies.,Thinking Creatively
4.A.3.a.1.I05.D02,4.A.3.a.1.I05,4.A.3.a.1,Dispose of waste or debris.,Performing General Physical Activities
4.A.4.b.4.I12.D37,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.4.a.8.I03.D06,4.A.4.a.8.I03,4.A.4.a.8,Respond to customer problems or inquiries.,Performing for or Working Directly with the Public
4.A.4.a.4.I01.D02,4.A.4.a.4.I01,4.A.4.a.4,Develop professional relationships or networks.,Establishing and Maintaining Interpersonal Relationships
4.A.4.a.7.I02.D02,4.A.4.a.7.I02,4.A.4.a.7,Negotiate contracts or agreements.,Resolving Conflicts and Negotiating with Others
4.A.2.b.3.I01.D21,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.2.b.1.I09.D05,4.A.2.b.1.I09,4.A.2.b.1,Implement procedures or processes.,Making Decisions and Solving Problems
4.A.4.a.6.I03.D04,4.A.4.a.6.I03,4.A.4.a.6,"Promote products, services, or programs.",Selling or Influencing Others
4.A.3.b.6.I01.D01,4.A.3.b.6.I01,4.A.3.b.6,"Prepare financial documents, reports, or budgets.",Documenting/Recording Information
4.A.4.b.6.I11.D02,4.A.4.b.6.I11,4.A.4.b.6,Advise others on financial matters.,Providing Consultation and Advice to Others
4.A.1.b.2.I05.D08,4.A.1.b.2.I05,4.A.1.b.2,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials"
4.A.4.c.2.I01.D08,4.A.4.c.2.I01,4.A.4.c.2,Perform recruiting or hiring activities.,Staffing Organizational Units
4.A.4.a.6.I03.D01,4.A.4.a.6.I03,4.A.4.a.6,"Promote products, services, or programs.",Selling or Influencing Others
4.A.4.a.6.I03.D09,4.A.4.a.6.I03,4.A.4.a.6,"Promote products, services, or programs.",Selling or Influencing Others
4.A.4.c.3.I05.D06,4.A.4.c.3.I05,4.A.4.c.3,Purchase goods or services.,Monitoring and Controlling Resources
4.A.4.a.7.I02.D10,4.A.4.a.7.I02,4.A.4.a.7,Negotiate contracts or agreements.,Resolving Conflicts and Negotiating with Others
4.A.4.c.1.I03.D04,4.A.4.c.1.I03,4.A.4.c.1,Execute financial transactions.,Performing Administrative Activities
4.A.4.b.4.I12.D09,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.2.a.4.I07.D01,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.3.b.6.I08.D14,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.2.b.1.I01.D02,4.A.2.b.1.I01,4.A.2.b.1,Determine values or prices of goods or services.,Making Decisions and Solving Problems
4.A.2.a.1.I09.D01,4.A.2.a.1.I09,4.A.2.a.1,"Evaluate condition of financial assets, property, or other resources.","Judging the Qualities of Objects, Services, or People"
4.A.1.a.1.I10.D02,4.A.1.a.1.I10,4.A.1.a.1,Investigate the environmental impact of industrial or development activities.,Getting Information
4.A.2.a.4.I07.D13,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.1.b.1.I02.D04,4.A.1.b.1.I02,4.A.1.b.1,Identify business or organizational opportunities.,"Identifying Objects, Actions, and Events"
4.A.2.a.4.I02.D07,4.A.2.a.4.I02,4.A.2.a.4,Analyze market or industry conditions.,Analyzing Data or Information
4.A.4.c.3.I05.D04,4.A.4.c.3.I05,4.A.4.c.3,Purchase goods or services.,Monitoring and Controlling Resources
4.A.1.a.1.I07.D01,4.A.1.a.1.I07,4.A.1.a.1,Obtain information about goods or services.,Getting Information
4.A.2.a.4.I02.D04,4.A.2.a.4.I02,4.A.2.a.4,Analyze market or industry conditions.,Analyzing Data or Information
4.A.2.b.1.I03.D02,4.A.2.b.1.I03,4.A.2.b.1,Authorize business activities or transactions.,Making Decisions and Solving Problems
4.A.4.c.1.I03.D12,4.A.4.c.1.I03,4.A.4.c.1,Execute financial transactions.,Performing Administrative Activities
4.A.4.a.2.I06.D05,4.A.4.a.2.I06,4.A.4.a.2,Communicate with others about business strategies.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.4.b.3.I04.D01,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.4.a.2.I03.D02,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.2.b.2.I12.D02,4.A.2.b.2.I12,4.A.2.b.2,Develop marketing or promotional materials.,Thinking Creatively
4.A.2.a.4.I11.D04,4.A.2.a.4.I11,4.A.2.a.4,Analyze business or financial data.,Analyzing Data or Information
4.A.2.a.4.I09.D04,4.A.2.a.4.I09,4.A.2.a.4,Assess characteristics or impacts of regulations or policies.,Analyzing Data or Information
4.A.1.a.2.I02.D20,4.A.1.a.2.I02,4.A.1.a.2,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings"
4.A.4.c.1.I03.D07,4.A.4.c.1.I03,4.A.4.c.1,Execute financial transactions.,Performing Administrative Activities
4.A.2.b.2.I07.D04,4.A.2.b.2.I07,4.A.2.b.2,Develop technical specifications for products or operations.,Thinking Creatively
4.A.1.a.1.I03.D04,4.A.1.a.1.I03,4.A.1.a.1,Investigate criminal or legal matters.,Getting Information
4.A.3.b.6.I14.D01,4.A.3.b.6.I14,4.A.3.b.6,Prepare legal or regulatory documents.,Documenting/Recording Information
4.A.2.b.1.I01.D06,4.A.2.b.1.I01,4.A.2.b.1,Determine values or prices of goods or services.,Making Decisions and Solving Problems
4.A.2.a.1.I09.D03,4.A.2.a.1.I09,4.A.2.a.1,"Evaluate condition of financial assets, property, or other resources.","Judging the Qualities of Objects, Services, or People"
4.A.1.a.1.I23.D09,4.A.1.a.1.I23,4.A.1.a.1,Interview people to obtain information.,Getting Information
4.A.4.a.7.I02.D09,4.A.4.a.7.I02,4.A.4.a.7,Negotiate contracts or agreements.,Resolving Conflicts and Negotiating with Others
4.A.4.b.6.I11.D03,4.A.4.b.6.I11,4.A.4.b.6,Advise others on financial matters.,Providing Consultation and Advice to Others
4.A.2.b.2.I02.D12,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.4.a.2.I03.D10,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.1.a.1.I03.D01,4.A.1.a.1.I03,4.A.1.a.1,Investigate criminal or legal matters.,Getting Information
4.A.4.a.2.I12.D01,4.A.4.a.2.I12,4.A.4.a.2,"Discuss legal matters with clients, disputants, or legal professionals or staff.","Communicating with Supervisors, Peers, or Subordinates"
4.A.4.a.3.I03.D02,4.A.4.a.3.I03,4.A.4.a.3,"Provide information to guests, clients, or customers.",Communicating with People Outside the Organization
4.A.4.a.2.I11.D08,4.A.4.a.2.I11,4.A.4.a.2,"Coordinate activities with clients, agencies, or organizations.","Communicating with Supervisors, Peers, or Subordinates"
4.A.1.a.1.I04.D04,4.A.1.a.1.I04,4.A.1.a.1,Gather information from physical or electronic sources.,Getting Information
4.A.2.a.2.I05.D03,4.A.2.a.2.I05,4.A.2.a.2,Verify personal information.,Processing Information
4.A.1.b.2.I04.D01,4.A.1.b.2.I04,4.A.1.b.2,Inspect vehicles.,"Inspecting Equipment, Structures, or Materials"
